tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
-0.8352913819092871,-0.7912176981413052,1.1419219741831026,1.6520047013578103,0.017115236817377255,1.0796841631531167,-0.016922716759274686,-1.0924795741194064,0.4574911754504874,1.2201727996272633,1.3215510483999264,1.5789191496273958,1.0732452387852636,1
1.478296133920561,-0.12660906003182143,-0.80301143921565,-1.4151494636991155,1.7524764458827589,-1.5936034135565074,-1.4381064025005192,-0.011404794643620196,-0.40673219675322475,1.2305142471654,0.13540568721570148,0.9361753202699747,-0.5873825346828963,0
1.3570968278069298,1.3122289225983634,-0.803398705301119,-1.4716104469173261,-0.45894739190502304,0.09843506893869881,-0.06268748370350583,0.761208942435907,-1.3197558894669543,0.8814487783621379,1.1465279199786376,-1.5137814218475563,-0.3319876934541358,1
-1.6530259163177559,0.8823797709708232,-0.278222478215346,-1.0610064644014343,0.28406596557844965,0.5141268235708846,-1.5910053166779619,0.5836425057358572,-0.28725006665322694,1.6474218712290185,1.4744585875155087,-0.5917677106184535,0.3560380814029118,1
-0.7714624374592911,0.8601993858729822,-0.11152752276649927,1.6800161263297984,-0.2984725555149253,0.2876503344393914,-1.3762866607768407,1.606963520319645,0.9922274961054589,-0.25349203669550097,0.48109758737063396,1.078976503149172,0.9246103212222331,1
0.6378658666979653,1.4073339327861127,-0.5344267284660341,-0.3582581617725585,0.9037097578941793,-1.4020909655656013,1.338787442499426,-1.5060093381912534,-0.9596803455884649,-1.6301304678261355,0.06519651248400062,-0.20083861321059843,-0.8969289496352908,0
0.5324725126854069,-0.5413223888977483,0.6125342816542615,1.301148270034154,-1.7992972417245612,1.4677338089017868,0.09525041278609522,1.561466809742605,-1.2656142054331823,-0.4630703058955179,-0.44833319817852,-0.5410388862961495,-0.2647365782358506,1
0.6212033389116088,-1.4113843788458993,0.1713212458057416,0.9553742321770519,-0.6992394381718143,1.1573011734403311,0.14677441748498682,-0.08985916111317455,-0.5600785910964995,0.3946915567556361,0.7574620476372119,-0.526766637354715,0.0245828110526265,1
-0.20419365836149853,-0.4528811966437278,-1.3751585796737489,-0.5529773802296721,0.38715672518820743,-0.3701619738875319,0.027399118604478533,-0.329529907362716,-0.9308186186137718,-1.001342989960792,-1.3128758465870933,-0.15522965249058765,-1.4736776073077513,0
1.6742477356254635,-1.398732584242791,1.6483792619563167,0.8719836793529459,1.2999684942751006,-1.7120986335491424,0.9063435776878748,-1.4516446427899887,-0.5419525281706724,0.07092271307131356,0.9736791010822197,-1.4904103374890239,-0.09056505929586779,1
0.24804102049219254,0.540081806744176,0.36303927164982014,-1.7200161910878378,-1.8928369793237456,1.2646907316428977,0.3075139167204088,1.7146710810701589,-1.0398151753581633,0.13909192947372967,-1.3146263742280806,0.8338661024156939,-1.1956161083017123,0
0.047928410482204205,1.0081522006972141,1.0376821286478413,0.5538808897241438,2.337354076377304,-1.6690252339321126,-1.384041546304363,-1.0056799569951853,-0.6016855217524801,-1.2813796047050372,-0.6412272947930605,0.3786616835733606,0.335983667350194,1
-1.3247237345447302,-0.842507024517055,-1.6153929857282614,-0.38596507970528937,0.0027468244277474544,-0.5423220265319532,-0.0704737306620715,0.6080267759886043,1.3662934362306753,1.2455806816083732,-0.8061224920638848,-1.631348712699273,-1.7429353708898672,0
1.2039128178967466,1.1177016973560339,-0.9844601534291563,1.705261799990517,1.518255646853475,-1.2900442920231843,0.19170861076832738,-1.5380978773115483,0.3187400031575383,-0.8896912462942906,-0.6222717834016521,-0.19259425160017965,0.32583901158838036,1
-1.5014520672294973,-0.8494002260658664,1.3498002177623987,0.728667160880126,1.70707955104629,-1.3765473468660632,-0.2603106542425544,-1.327454266817724,-0.6296962748705427,-0.0028918972323122203,0.26982385176813134,0.5446745768714228,-0.02292586781108935,1
0.6459436092302488,-0.3192234796350761,-0.1727383628879587,1.308391540802873,-0.551121270701922,0.6644407946846311,-0.36389360060516995,0.6564761584590887,0.6786119549426495,0.3661037523929176,-0.20662710577874818,1.3496015114797884,1.5380985615677474,1
-0.10851890624872777,1.0351908081514272,1.3250905805657243,0.16200289960645173,1.751789700379102,-0.9962319957534397,-1.4480828049643604,-0.5976060507169182,-0.7997216031636322,-0.7915231101458937,1.3304806043373985,1.2922997353929848,1.351431149142635,1
-0.4036538242274541,-1.0248781081984795,-1.4437581795579792,1.53374698844008,0.24550078066938258,-0.5063245492237973,-1.193753418591729,1.2737983341686823,1.0055262352488346,1.1517238992328118,1.432355063222126,0.9807397373749623,-0.6146970806365119,0
1.4936210395475458,0.9736968583999225,-1.0627491073109205,-0.7223926055030087,1.1052201096624001,0.33102112319377025,-1.1478770943364536,-1.102312295891746,1.1343105556136504,0.6865962434881826,-1.3253579137757943,-0.03291945024063278,0.6947425583460303,1
-0.4805457221071866,1.4334578956799333,0.2971598372292364,0.3799097793008903,2.1464181964354476,-1.0278062272478778,-1.4555008756561614,-1.2438797030341329,1.138640247522069,0.31657226866418825,-1.1460558223630528,0.6288140618905328,1.0037364257469459,1
1.2495995579085757,0.12163887396386663,-0.11822181865967638,0.7679132165692126,-1.2262714796807206,-0.33872259807167265,0.7408578019934213,1.72724684423621,0.255294641281146,1.6726071542130183,-1.018878756694358,-0.25836060260294136,1.2667352942675263,1
